species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Haemophilus influenzae,qualibact-v1.1,Completeness_Specific,93,,100,100,computed,info,93,,93.62,100,99.99,100,94.4194,99.7651
Haemophilus influenzae,qualibact-v1.1,Contamination,,6,0,1,computed,info,,6,0,5.13,0,1.3827999999999883,0.02,4.508
Haemophilus influenzae,qualibact-v1.1,N50,30000,,52000,1150431.76,computed,info,30000,,30065.36,1150431.76,30065.36,1150431.76,,
Haemophilus influenzae,qualibact-v1.1,no_of_contigs,,100,16,100,pinned,info,,100,16,132,16,132,,
Haemophilus influenzae,qualibact-v1.1,longest,,,90974,1150431.76,computed,info,,,90974,1150431.76,90974,1150431.76,,
Haemophilus parainfluenzae,qualibact-v1.0,Genome_Size,1800000,2300000,1800000,2200000,computed,warn,1800000,2300000,1855648.03,2228071,1855648.03,2212501.55,1911576.5,2222969.3
Haemophilus parainfluenzae,qualibact-v1.0,GC_Content,39.1,39.83,39.2,39.66,computed,warn,39.1,39.83,39.108,39.821,39.108039,39.821041,39.3072,39.706160000000004
Haemophilus parainfluenzae,qualibact-v1.0,Total_Coding_Sequences,1700,2300,1800,2200,computed,warn,1700,2300,1791.67,2244,1791.67,2204.79,1856,2236.1
Haemophilus parainfluenzae,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.23,100,100,100,98.254,99.726
Haemophilus parainfluenzae,qualibact-v1.0,Contamination,,2,0,2,computed,warn,,2,0,1.5,0,1.4986000000000002,0.19,1.3867500000000004
Haemophilus parainfluenzae,qualibact-v1.0,N50,11000,,12000,441357.23,computed,warn,11000,,11078.4,441357.23,11078.4,441357.23000000004,,
Haemophilus parainfluenzae,qualibact-v1.0,no_of_contigs,,330,19.38,310,computed,warn,,330,19.38,323.03,19.38,323.03000000000003,,
Haemophilus parainfluenzae,qualibact-v1.0,longest,,,32857.55,590376.7,computed,warn,,,32857.55,590376.7,32857.55,590376.7000000001,,
Hafnia paralvei,qualibact-v1.0,Genome_Size,4400000,5100000,4500000,5100000,computed,warn,4400000,5100000,4470800.24,5057347.9,4470800.24,5057347.8950000005,4520871.12,4969870.96
Hafnia paralvei,qualibact-v1.0,GC_Content,47.87,48.37,47.92,48.31,computed,warn,47.87,48.37,47.8761,48.3636,47.876118,48.3316685,47.988792000000004,48.357195999999995
Hafnia paralvei,qualibact-v1.0,Total_Coding_Sequences,3900,4800,4000,4700,computed,warn,3900,4800,3979.38,4742.69,3979.375,4742.685,4103.08,4604.68
Hafnia paralvei,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.59,100,100,100,99.59,99.59
Hafnia paralvei,qualibact-v1.0,Contamination,,1,0.02,1,computed,warn,,1,0.02,0.92,0.02,0.9186500000000004,,
Hafnia paralvei,qualibact-v1.0,N50,79000,,115000,946699.28,computed,warn,79000,,79747.98,946699.28,79747.985,946699.275,,
Hafnia paralvei,qualibact-v1.0,no_of_contigs,,180,37,160,computed,warn,,180,37,170.78,37,170.77500000000006,,
Hafnia paralvei,qualibact-v1.0,longest,,,272350.58,2244623.23,computed,warn,,,272350.58,2244623.23,272350.58,2244623.23,,
Helicobacter pylori,qualibact-v1.0,Genome_Size,1500000,1800000,1500000,1700000,computed,info,1500000,1800000,1507930,1745797,1540143.38,1692593.07,1514160.25,1729143.5
Helicobacter pylori,qualibact-v1.0,GC_Content,38.42,39.31,38.65,39.2,computed,info,38.42,39.31,38.4248,39.3011,38.536024,39.268856,38.539812500000004,39.259462500000005
Helicobacter pylori,qualibact-v1.0,Total_Coding_Sequences,1400,1700,1400,1700,computed,info,1400,1700,1456,1677,1477,1658.69,1474.625,1670.375
Helicobacter pylori,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,info,95,,95.98,100,99.97,100,96.16,99.5425
Helicobacter pylori,qualibact-v1.0,Contamination,,2,0,1,computed,info,,2,0,1.06,0,1.0597000000000072,0.04,0.7510000000000001
Helicobacter pylori,qualibact-v1.0,N50,31000,,39000,193268.07,computed,info,31000,,31379.83,193268.07,31379.83,193268.07000000012,,
Helicobacter pylori,qualibact-v1.0,no_of_contigs,,140,22,110,computed,info,,140,22,132.38,22,132.3800000000001,,
Helicobacter pylori,qualibact-v1.0,longest,,,84234.86,501880.69,computed,info,,,84234.86,501880.69,84234.86,501880.69,,
Hungateiclostridium thermocellum,qualibact-v1.0,Genome_Size,3400000,4000000,3400000,3600000,computed,warn,3400000,4000000,3465419.78,3971483,3465419.78,3502850.025,3555023.125,3968278.45
Hungateiclostridium thermocellum,qualibact-v1.0,GC_Content,38.89,39.18,39.07,39.11,computed,warn,38.89,39.18,38.8963,39.1703,39.0721455,39.114103,38.898557499999995,39.169797499999994
Hungateiclostridium thermocellum,qualibact-v1.0,Total_Coding_Sequences,3000,3500,3000,3200,computed,warn,3000,3500,3034.48,3495,3034.485,3129.515,3102.175,3492.75
Hungateiclostridium thermocellum,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,warn,97,,97.48,100,99.98,100,97.48725,98.75475
Hungateiclostridium thermocellum,qualibact-v1.0,Contamination,,4,0.34,1,computed,warn,,4,0.34,3.06,0.34485,0.6363499999999987,0.969,3.0197499999999993
Hungateiclostridium thermocellum,qualibact-v1.0,N50,77000,,80000,127100,computed,warn,77000,,77884.24,127100,77884.245,127100,,
Hungateiclostridium thermocellum,qualibact-v1.0,no_of_contigs,,210,116.97,210,computed,warn,,210,116.97,208.54,116.97,208.54499999999996,,
Hungateiclostridium thermocellum,qualibact-v1.0,longest,,,206414.14,347109.25,computed,warn,,,206414.14,347109.25,206414.145,347109.2499999996,,
Janthinobacterium lividum,qualibact-v1.0,Genome_Size,6000000,6800000,6000000,6600000,computed,warn,6000000,6800000,6042276.6,6762807,6042276.6,6671668.46,6374807.6,6762641.6
Janthinobacterium lividum,qualibact-v1.0,GC_Content,62.36,62.85,62.45,62.8,computed,warn,62.36,62.85,62.3616,62.8441,62.3616,62.844128,62.3837725,62.733700000000006
Janthinobacterium lividum,qualibact-v1.0,Total_Coding_Sequences,5300,6100,5300,6000,computed,warn,5300,6100,5348.78,6077,5348.785,6038.06,5706.1,6075.6
Janthinobacterium lividum,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.03,100,100,100,99.037,99.59275
Janthinobacterium lividum,qualibact-v1.0,Contamination,,9,0.01,1,computed,warn,,9,0.01,8.14,0.011899999999999999,0.41860000000000014,6.85725,8.1305
Janthinobacterium lividum,qualibact-v1.0,N50,14000,,18000,808657.81,computed,warn,14000,,14631.13,808657.81,14631.13,808657.8050000003,,
Janthinobacterium lividum,qualibact-v1.0,no_of_contigs,,860,51.6,730,computed,warn,,860,51.6,850.32,51.595,850.325,,
Janthinobacterium lividum,qualibact-v1.0,longest,,,70230.15,1542324.52,computed,warn,,,70230.15,1542324.52,70230.15,1542324.5200000003,,
Klebsiella aerogenes,qualibact-v1.0,Genome_Size,4900000,6000000,5000000,5600000,computed,info,4900000,6000000,4959710.18,5977734,4959710.175,5621231.75,5027366.225,5924745.8100000005
Klebsiella aerogenes,qualibact-v1.0,GC_Content,54.23,55.25,54.6,55.21,computed,info,54.23,55.25,54.2393,55.2455,54.468305,55.24554,54.279264,55.1949315
Klebsiella aerogenes,qualibact-v1.0,Total_Coding_Sequences,4500,6000,4600,5300,computed,info,4500,6000,4597.73,5906,4597.725,5334.25,4777.76,5826.945
Klebsiella aerogenes,qualibact-v1.0,Completeness_Specific,90,,100,100,computed,info,90,,90.9,100,100,100,92.43260000000001,98.02
Klebsiella aerogenes,qualibact-v1.0,Contamination,,10,0.05,2,computed,info,,10,0.05,9.34,0.05,2.1369999999999982,0.56335,8.394250000000001
Klebsiella aerogenes,qualibact-v1.0,N50,78000,,132000,1120751.72,computed,info,78000,,78974.95,1120751.72,78974.95,1120751.7249999987,,
Klebsiella aerogenes,qualibact-v1.0,no_of_contigs,,200,31.58,140,computed,info,,200,31.58,191.85,31.575,191.8499999999999,,
Klebsiella aerogenes,qualibact-v1.0,longest,,,234374.02,2322445.62,computed,info,,,234374.02,2322445.62,234374.025,2322445.624999997,,
Klebsiella africana,REFSEQ-QC-v1,Genome_Size,5200000,5400000,5200000,5400000,computed,error,5200000,5400000,5217793,5398309,5217793,5398309,5268423,5443802
Klebsiella africana,REFSEQ-QC-v1,GC_Content,56.72,57.24,56.72,57.24,computed,error,56.72,57.24,56.7216,57.2322,56.72157707163484,57.23218609860529,56.697,57.2147
Klebsiella africana,REFSEQ-QC-v1,Total_Coding_Sequences,4800,5100,4800,5100,computed,error,4800,5100,4821,5018,4821,5018,5025.625,5250.775
Klebsiella africana,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,98.77,99.06
Klebsiella africana,REFSEQ-QC-v1,Contamination,,1,0.04,1,computed,error,,1,0.04,0.09,0.04,0.09,0.68,1.02
Klebsiella africana,REFSEQ-QC-v1,N50,281000,,281000,291469,computed,error,281000,,281432,291469,281432,291469,,
Klebsiella africana,REFSEQ-QC-v1,no_of_contigs,,60,44,60,computed,error,,60,44,58,44,58,,
Klebsiella africana,REFSEQ-QC-v1,longest,,,551773,903172,computed,error,,,551773,903172,551773,903172,,
Klebsiella grimontii,qualibact-v1.0,Genome_Size,5500000,6800000,5600000,6600000,computed,info,5500000,6800000,5592035,6778239,5615495.905,6667353.895,5592035.34,6767861.86
Klebsiella grimontii,qualibact-v1.0,GC_Content,54.77,56.13,55.04,56.06,computed,info,54.77,56.13,54.7721,56.1297,54.7720815,56.129667000000005,55.087338,56.053509
Klebsiella grimontii,qualibact-v1.0,Total_Coding_Sequences,5100,6700,5200,6400,computed,info,5100,6700,5138.92,6621,5138.925,6443.1,5263.17,6616.41
Klebsiella grimontii,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,info,97,,97.99,100,100,100,98.00189999999999,99.64
Klebsiella grimontii,qualibact-v1.0,Contamination,,2,0.06,2,computed,info,,2,0.06,1.77,0.06,1.58005,0.4219,1.7172999999999994
Klebsiella grimontii,qualibact-v1.0,N50,93000,,110000,934424.98,computed,info,93000,,93108.73,934424.98,93108.73,934424.98,,
Klebsiella grimontii,qualibact-v1.0,no_of_contigs,,320,39,250,computed,info,,320,39,312.02,39,312.015,,
Klebsiella grimontii,qualibact-v1.0,longest,,,289854.5,2395092.32,computed,info,,,289854.5,2395092.32,289854.505,2395092.319999999,,
Klebsiella huaxiensis,REFSEQ-QC-v1,Genome_Size,6200000,6400000,6200000,6400000,computed,error,6200000,6400000,6230971,6316409,6230971.3,6316407.98,6300829,6361207
Klebsiella huaxiensis,REFSEQ-QC-v1,GC_Content,53.26,53.34,53.26,53.34,computed,error,53.26,53.34,53.2651,53.3355,53.26513420146541,53.33546527934018,53.2789,53.3318
Klebsiella huaxiensis,REFSEQ-QC-v1,Total_Coding_Sequences,5700,6000,5700,6000,computed,error,5700,6000,5780,5947,5780.015,5947,5951.47,6069.85
Klebsiella huaxiensis,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,98.2,98.25
Klebsiella huaxiensis,REFSEQ-QC-v1,Contamination,,2,0.89,2,computed,error,,2,0.89,1.67,0.89,1.67,2.61,2.96
Klebsiella huaxiensis,REFSEQ-QC-v1,N50,176000,,176000,434410,computed,error,176000,,176185,434410,176185,434410,,
Klebsiella huaxiensis,REFSEQ-QC-v1,no_of_contigs,,80,33,80,computed,error,,80,33,77,33.015,77,,
Klebsiella huaxiensis,REFSEQ-QC-v1,longest,,,461578,812983,computed,error,,,461578,812983,461578,812983,,
Klebsiella michiganensis,qualibact-v1.0,Genome_Size,5700000,7000000,5800000,6700000,computed,info,5700000,7000000,5770975.34,6977354,5770975.34,6847666.500000001,5822436.38,6947778.9799999995
Klebsiella michiganensis,qualibact-v1.0,GC_Content,55.04,56.19,55.21,56.08,computed,info,55.04,56.19,55.04,56.183,55.060531999999995,56.1396,55.078817,56.148002
Klebsiella michiganensis,qualibact-v1.0,Total_Coding_Sequences,5300,6900,5400,6500,computed,info,5300,6900,5333.58,6827,5333.58,6613.620000000001,5503.98,6779.119999999999
Klebsiella michiganensis,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,info,95,,95.74,100,100,100,96.0991,99.80189999999999
Klebsiella michiganensis,qualibact-v1.0,Contamination,,4,0.06,3,computed,info,,4,0.06,3.41,0.1058,3.41,0.11130000000000001,2.136299999999997
Klebsiella michiganensis,qualibact-v1.0,N50,53000,,72000,421915,computed,info,53000,,53190.12,421915,53190.12,421915,,
Klebsiella michiganensis,qualibact-v1.0,no_of_contigs,,380,61,320,computed,info,,380,61,374.42,61,374.4200000000001,,
Klebsiella michiganensis,qualibact-v1.0,longest,,,192116.04,1164230,computed,info,,,192116.04,1164230,192116.04,1164230,,
Klebsiella ornithinolytica,qualibact-v1.0,Genome_Size,5300000,6700000,5300000,6300000,computed,info,5300000,6700000,5337752.7,6679661,5337752.7,6434289.6,5398190.93,6632193.8
Klebsiella ornithinolytica,qualibact-v1.0,GC_Content,54.71,57.47,54.92,55.94,computed,info,54.71,57.47,54.713,57.4667,54.713005,55.98642,54.771186,56.950646000000006
Klebsiella ornithinolytica,qualibact-v1.0,Total_Coding_Sequences,4800,6600,4900,6200,computed,info,4800,6600,4874.8,6562,4874.8,6262.05,5068.97,6470.26
Klebsiella ornithinolytica,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,info,95,,95.94,100,100,100,96.2304,99.51
Klebsiella ornithinolytica,qualibact-v1.0,Contamination,,4,0.06,4,computed,info,,4,0.06,3.75,0.6375000000000001,3.7459999999999947,0.0765,2.0667
Klebsiella ornithinolytica,qualibact-v1.0,N50,84000,,107000,822604.75,computed,info,84000,,84892.6,822604.75,84892.6,822604.7499999983,,
Klebsiella ornithinolytica,qualibact-v1.0,no_of_contigs,,330,41.8,290,computed,info,,330,41.8,324.6,41.8,324.59999999999945,,
Klebsiella ornithinolytica,qualibact-v1.0,longest,,,249535.95,2147008.6,computed,info,,,249535.95,2147008.6,249535.95,2147008.5999999964,,
Klebsiella oxytoca,qualibact-v1.0,Genome_Size,5300000,6800000,5700000,6600000,computed,info,5300000,6800000,5394761,6736859,5663940.375,6600876.225000001,5503816.01,6718055.11
Klebsiella oxytoca,qualibact-v1.0,GC_Content,54.11,55.33,54.57,55.29,computed,info,54.11,55.33,54.115,55.3252,54.4535025,55.3252,54.128216,55.256861
Klebsiella oxytoca,qualibact-v1.0,Total_Coding_Sequences,5000,6600,5200,6300,computed,info,5000,6600,5071,6504,5180.275,6312.3,5159.5,6491.61
Klebsiella oxytoca,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,info,96,,96.13,100,100,100,96.2421,99.5823
Klebsiella oxytoca,qualibact-v1.0,Contamination,,8,0.15,2,computed,info,,8,0.15,7.61,0.1485,2.4,0.3377,6.376899999999994
Klebsiella oxytoca,qualibact-v1.0,N50,64000,,106000,597994.33,computed,info,64000,,64912.3,597994.33,64912.299999999996,597994.3250000003,,
Klebsiella oxytoca,qualibact-v1.0,no_of_contigs,,360,53.85,260,computed,info,,360,53.85,350.28,53.85,350.2750000000017,,
Klebsiella oxytoca,qualibact-v1.0,longest,,,184914.05,1703932.78,computed,info,,,184914.05,1703932.78,184914.05,1703932.775000001,,
Klebsiella pasteurii,REFSEQ-QC-v1,Genome_Size,5800000,6500000,5800000,6500000,computed,error,5800000,6500000,5845210,6497593,5845210,6497593,5897538,6650500
Klebsiella pasteurii,REFSEQ-QC-v1,GC_Content,54.95,55.46,54.95,55.46,computed,error,54.95,55.46,54.9505,55.4514,54.95051783021805,55.45136958295767,54.9089,55.44
Klebsiella pasteurii,REFSEQ-QC-v1,Total_Coding_Sequences,5300,6200,5300,6200,computed,error,5300,6200,5388,6196,5388,6195.915,5521.36,6509.575
Klebsiella pasteurii,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,98.52,99.99
Klebsiella pasteurii,REFSEQ-QC-v1,Contamination,,2,0.23,2,computed,error,,2,0.23,1.85,0.23,1.85,0.42,0.93
Klebsiella pasteurii,REFSEQ-QC-v1,N50,216000,,216000,489082,computed,error,216000,,216678,489082,216678,489082,,
Klebsiella pasteurii,REFSEQ-QC-v1,no_of_contigs,,110,42,110,computed,error,,110,42,109,42,109,,
Klebsiella pasteurii,REFSEQ-QC-v1,longest,,,474932,1456430,computed,error,,,474932,1456430,474932,1456430,,
Klebsiella planticola,qualibact-v1.0,Genome_Size,5200000,6800000,5400000,6400000,computed,warn,5200000,6800000,5229639,6745406,5410183.05,6398601.625,5270331.34,6703338.5200000005
Klebsiella planticola,qualibact-v1.0,GC_Content,54.77,55.94,54.98,55.92,computed,warn,54.77,55.94,54.7763,55.9323,54.91819,55.93226,54.798985,55.873971
Klebsiella planticola,qualibact-v1.0,Total_Coding_Sequences,4900,6700,4900,6200,computed,warn,4900,6700,4921,6628,4958.5,6274.5,4961.95,6574.05
Klebsiella planticola,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.77,100,100,100,97.8779,99.6314
Klebsiella planticola,qualibact-v1.0,Contamination,,4,0.22,3,computed,warn,,4,0.22,3.01,0.2185,2.7504999999999984,1.0529,2.9619
Klebsiella planticola,qualibact-v1.0,N50,70000,,93000,618195.7,computed,warn,70000,,70996.48,618195.7,70996.475,618195.6999999993,,
Klebsiella planticola,qualibact-v1.0,no_of_contigs,,410,45.7,330,computed,warn,,410,45.7,401.22,45.7,401.22499999999974,,
Klebsiella planticola,qualibact-v1.0,longest,,,225949.92,1871269.65,computed,warn,,,225949.92,1871269.65,225949.925,1871269.649999999,,
Klebsiella pneumoniae,qualibact-v1.0,Genome_Size,4900000,6400000,5200000,6000000,computed,info,4900000,6400000,4996433,6374553,5166485.825,5997932.225,5184714.85,6178907.99
Klebsiella pneumoniae,qualibact-v1.0,GC_Content,55.89,58.02,56.6,57.52,computed,info,55.89,58.02,55.8906,58.0198,56.520692499999996,57.6170225,56.247400999999996,57.6260475
Klebsiella pneumoniae,qualibact-v1.0,Total_Coding_Sequences,4800,6500,4800,5700,computed,info,4800,6500,4801,6490,4801,5780,5035.785,6215.13
Klebsiella pneumoniae,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,info,95,,95.57,100,100,100,96.37435,99.08
Klebsiella pneumoniae,qualibact-v1.0,Contamination,,5,0.02,2,computed,info,,5,0.02,4.14,0.02,1.830749999999971,0.19,2.6256500000000007
Klebsiella pneumoniae,qualibact-v1.0,N50,58000,,97000,550083.8,computed,info,58000,,58735.08,550083.8,58735.075,550083.799999999,,
Klebsiella pneumoniae,qualibact-v1.0,no_of_contigs,,350,53,270,computed,info,,350,53,349,53,349,,
Klebsiella pneumoniae,qualibact-v1.0,longest,,,195153.1,1526463.2,computed,info,,,195153.1,1526463.2,195153.1,1526463.1999999979,,
Klebsiella quasipneumoniae,qualibact-v1.0,Genome_Size,4500000,6300000,5000000,6000000,computed,info,4500000,6300000,4579303,6212153,5029523.96,6039108.88,5021842.125,6209976
Klebsiella quasipneumoniae,qualibact-v1.0,GC_Content,56.49,58.64,57,58.26,computed,info,56.49,58.64,56.4969,58.6333,56.874576,58.385304,56.5900875,58.2783125
Klebsiella quasipneumoniae,qualibact-v1.0,Total_Coding_Sequences,4400,6300,4600,5700,computed,info,4400,6300,4470,6246,4644.96,5828,4831.05,6200.76
Klebsiella quasipneumoniae,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,info,97,,97.07,100,99.99,100,97.14874999999999,99.37625
Klebsiella quasipneumoniae,qualibact-v1.0,Contamination,,3,0,1,computed,info,,3,0,2.94,0,1.17,0.31,2.3975
Klebsiella quasipneumoniae,qualibact-v1.0,N50,51000,,92000,1234605.68,computed,info,51000,,51385.72,1234605.68,51385.72,1234605.68,,
Klebsiella quasipneumoniae,qualibact-v1.0,no_of_contigs,,390,35,310,computed,info,,390,35,380.56,35,380.5599999999995,,
Klebsiella quasipneumoniae,qualibact-v1.0,longest,,,180468,2515582.4,computed,info,,,180468,2515582.4,180468,2515582.4,,
Klebsiella quasipneumoniae,qualibact-v1.1,Genome_Size,4500000,6300000,5000000,6000000,computed,info,4500000,6300000,4579303,6212153,5035959.595,6048719.31,5021842.125,6209976
Klebsiella quasipneumoniae,qualibact-v1.1,GC_Content,56.49,58.64,56.98,58.25,computed,info,56.49,58.64,56.4969,58.6333,56.8116605,58.3161105,56.5900875,58.2783125
Klebsiella quasipneumoniae,qualibact-v1.1,Total_Coding_Sequences,4400,6300,4700,5700,computed,info,4400,6300,4470,6246,4664.895,5779.47,4833.125,6200.5
Klebsiella quasipneumoniae,qualibact-v1.1,Completeness_Specific,97,,99,100,computed,info,97,,97.07,100,99.98895,100,97.14874999999999,99.37625
Klebsiella quasipneumoniae,qualibact-v1.1,Contamination,,3,0,1,computed,info,,3,0,2.94,0,1.5421000000000005,0.31,2.3975
Klebsiella quasipneumoniae,qualibact-v1.1,N50,33000,,60000,1231691.2,computed,info,33000,,33680,1231691.2,33680,1231691.205,,
Klebsiella quasipneumoniae,qualibact-v1.1,no_of_contigs,,390,18,230,computed,info,,390,18,387.32,18,387.31500000000005,,
Klebsiella quasipneumoniae,qualibact-v1.1,longest,,,117364.58,2443736.94,computed,info,,,117364.58,2443736.94,117364.58,2443736.9400000004,,
Klebsiella quasivariicola,REFSEQ-QC-v1,Genome_Size,5700000,5800000,5700000,5800000,computed,error,5700000,5800000,5751340,5794997,5751340,5794993.67,5876846,5946706
Klebsiella quasivariicola,REFSEQ-QC-v1,GC_Content,56.68,56.7,56.68,56.7,computed,error,56.68,56.7,56.6841,56.6921,56.684139656830155,56.692057850866064,56.6582,56.6776
Klebsiella quasivariicola,REFSEQ-QC-v1,Total_Coding_Sequences,5400,5600,5400,5600,computed,error,5400,5600,5444,5560,5444,5559.97,5760.12,6061.855
Klebsiella quasivariicola,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,97.92,98.67
Klebsiella quasivariicola,REFSEQ-QC-v1,Contamination,,1,0.31,1,computed,error,,1,0.31,0.39,0.31,0.39,0.97,1.4
Klebsiella quasivariicola,REFSEQ-QC-v1,N50,152000,,152000,157050,computed,error,152000,,152835,157050,152835,157050,,
Klebsiella quasivariicola,REFSEQ-QC-v1,no_of_contigs,,120,106,120,computed,error,,120,106,118,106.03,118,,
Klebsiella quasivariicola,REFSEQ-QC-v1,longest,,,413438,514832,computed,error,,,413438,514832,413438,514832,,
Klebsiella spallanzanii,REFSEQ-QC-v1,Genome_Size,5800000,6300000,5800000,6300000,computed,error,5800000,6300000,5831599,6238369,5837254.6,6238018.3,5837254.6,6238018.3
Klebsiella spallanzanii,REFSEQ-QC-v1,GC_Content,53.19,53.53,53.2,53.52,computed,error,53.19,53.53,53.1908,53.5278,53.19405176180906,53.52562233946744,53.194073,53.52561
Klebsiella spallanzanii,REFSEQ-QC-v1,Total_Coding_Sequences,5500,5900,5500,5900,computed,error,5500,5900,5549,5900,5552.24,5897.69,5681.22,6025.38
Klebsiella spallanzanii,REFSEQ-QC-v1,Completeness_Specific,100,,100,100,computed,error,100,,100,100,100,100,97.121,98.16
Klebsiella spallanzanii,REFSEQ-QC-v1,Contamination,,3,1.37,3,computed,error,,3,1.37,2.47,1.3712000000000002,2.4538,1.7021,2.1496999999999997
Klebsiella spallanzanii,REFSEQ-QC-v1,N50,103000,,110000,541680,computed,error,103000,,103978,541680,105320.17,537537.99,,
Klebsiella spallanzanii,REFSEQ-QC-v1,no_of_contigs,,170,40,160,computed,error,,170,40,168,40.21,166.14,,
Klebsiella spallanzanii,REFSEQ-QC-v1,longest,,,325022,1223321,computed,error,,,325022,1223321,326578.34,1211897,,
Klebsiella variicola,qualibact-v1.0,Genome_Size,5200000,6500000,5300000,6200000,computed,info,5200000,6500000,5279245,6498364,5335982.815,6171778.45,5279256.28,6235354.82
Klebsiella variicola,qualibact-v1.0,GC_Content,55.5,58,56.59,57.62,pinned,info,55.5,58,56.26,57.6735,56.447317500000004,57.673462,56.40053,57.636946
Klebsiella variicola,qualibact-v1.0,Total_Coding_Sequences,4900,6500,4900,6000,computed,info,4900,6500,4951,6440,4951,5981.66,5097,6226.620000000001
Klebsiella variicola,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,info,98,,98.06,100,100,100,98.201,99.66
Klebsiella variicola,qualibact-v1.0,Contamination,,3,0.03,2,computed,info,,3,0.03,2.64,0.03,1.6565999999999985,0.298,2.1418000000000013
Klebsiella variicola,qualibact-v1.0,N50,62000,,98000,855291.87,computed,info,62000,,62956.54,855291.87,62956.545,855291.8699999993,,
Klebsiella variicola,qualibact-v1.0,no_of_contigs,,350,39,280,computed,info,,350,39,349.16,39,349.16499999999996,,
Klebsiella variicola,qualibact-v1.0,longest,,,205087.28,2217914.25,computed,info,,,205087.28,2217914.25,205087.285,2217914.2499999995,,
Klebsiella variicola,qualibact-v1.1,Genome_Size,5200000,6500000,5300000,6200000,computed,info,5200000,6500000,5279245,6498364,5318016.495,6257647.184999996,5279256.28,6235354.82
Klebsiella variicola,qualibact-v1.1,GC_Content,55.5,58,56.45,57.62,pinned,info,55.5,58,56.26,57.6812,56.418499499999996,57.6811715,56.40053,57.636946
Klebsiella variicola,qualibact-v1.1,Total_Coding_Sequences,4900,6500,4900,6000,computed,info,4900,6500,4948.02,6440,4948.02,6053.49,5097,6226.620000000001
Klebsiella variicola,qualibact-v1.1,Completeness_Specific,98,,99,100,computed,info,98,,98.06,100,99.98,100,98.201,99.66
Klebsiella variicola,qualibact-v1.1,Contamination,,3,0.03,2,computed,info,,3,0.03,2.64,0.03,2.14,0.298,2.1418000000000013
Klebsiella variicola,qualibact-v1.1,N50,35000,,68000,996645.68,computed,info,35000,,35683.48,996645.68,35683.485,996645.6849999989,,
Klebsiella variicola,qualibact-v1.1,no_of_contigs,,320,17,230,computed,info,,320,17,315.49,17,315.4899999999998,,
Klebsiella variicola,qualibact-v1.1,longest,,,133650.12,2627437.49,computed,info,,,133650.12,2627437.49,133650.115,2627437.4899999993,,
Lacticaseibacillus paracasei,qualibact-v1.0,Genome_Size,2600000,3500000,2600000,3300000,computed,warn,2600000,3500000,2651542.35,3434047,2651542.35,3268537.5000000005,2852624.12,3364547.87
Lacticaseibacillus paracasei,qualibact-v1.0,GC_Content,45.96,46.65,46.1,46.52,computed,warn,45.96,46.65,45.9646,46.6405,46.055040000000005,46.568085,45.9646,46.613416
Lacticaseibacillus paracasei,qualibact-v1.0,Total_Coding_Sequences,2500,3400,2600,3200,computed,warn,2500,3400,2587.05,3355,2587.05,3244.95,2774.1,3311.08
Lacticaseibacillus paracasei,qualibact-v1.0,Completeness_Specific,85,,99,100,computed,warn,85,,85.06,100,99.316,100,85.1271,98.0957
Lacticaseibacillus paracasei,qualibact-v1.0,Contamination,,14,0,1,computed,warn,,14,0,13.09,0,0.95,1.7831000000000001,13.0656
Lacticaseibacillus paracasei,qualibact-v1.0,N50,29000,,39000,266150,computed,warn,29000,,29856.2,266150,29856.2,266150,,
Lacticaseibacillus paracasei,qualibact-v1.0,no_of_contigs,,310,49,250,computed,warn,,310,49,306.2,49,306.2000000000007,,
Lacticaseibacillus paracasei,qualibact-v1.0,longest,,,94854.1,640737.75,computed,warn,,,94854.1,640737.75,94854.1,640737.7500000001,,
Lacticaseibacillus rhamnosus,qualibact-v1.0,Genome_Size,2800000,3300000,2800000,3100000,computed,info,2800000,3300000,2822309.89,3251532,2822309.89,3105598.145,2875037.12,3191444.865
Lacticaseibacillus rhamnosus,qualibact-v1.0,GC_Content,46.51,46.9,46.58,46.75,computed,info,46.51,46.9,46.5197,46.8913,46.519658,46.7506195,46.595329,46.880193500000004
