species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Lacticaseibacillus rhamnosus,qualibact-v1.0,Total_Coding_Sequences,2600,3100,2600,3000,computed,info,2600,3100,2652.7,3081,2652.7,3000.18,2682.91,3031.53
Lacticaseibacillus rhamnosus,qualibact-v1.0,Completeness_Specific,96,,99,100,computed,info,96,,96.44,100,99.93,100,96.51275,99.33
Lacticaseibacillus rhamnosus,qualibact-v1.0,Contamination,,3,0.04,1,computed,info,,3,0.04,2.21,0.04,0.9011999999999989,0.24,2.0208500000000003
Lacticaseibacillus rhamnosus,qualibact-v1.0,N50,50000,,67000,722224,computed,info,50000,,50872.7,722224,50872.7,722224,,
Lacticaseibacillus rhamnosus,qualibact-v1.0,no_of_contigs,,180,19,130,computed,info,,180,19,177.13,19,177.13499999999988,,
Lacticaseibacillus rhamnosus,qualibact-v1.0,longest,,,166730.3,1064218,computed,info,,,166730.3,1064218,166730.305,1064218,,
Lactiplantibacillus plantarum,qualibact-v1.0,Genome_Size,2800000,3700000,3000000,3600000,computed,info,2800000,3700000,2839103,3697306,2946669.93,3535010.75,2977328.02,3656093.504999999
Lactiplantibacillus plantarum,qualibact-v1.0,GC_Content,44.04,45.13,44.13,45.06,computed,info,44.04,45.13,44.043,45.1255,44.043002,45.125505000000004,44.110666,44.942783
Lactiplantibacillus plantarum,qualibact-v1.0,Total_Coding_Sequences,2700,3700,2900,3500,computed,info,2700,3700,2707,3619,2797.34,3495.59,2832.195,3542.074999999998
Lactiplantibacillus plantarum,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,info,97,,97.49,100,99.2811,100,97.56224999999999,99.35
Lactiplantibacillus plantarum,qualibact-v1.0,Contamination,,4,0.3,2,computed,info,,4,0.3,3.02,0.3,2.0561000000000003,1.2216500000000001,2.7
Lactiplantibacillus plantarum,qualibact-v1.0,N50,54000,,77000,549233.71,computed,info,54000,,54515.25,549233.71,54515.25,549233.71,,
Lactiplantibacillus plantarum,qualibact-v1.0,no_of_contigs,,250,23,190,computed,info,,250,23,247.44,23,247.44000000000005,,
Lactiplantibacillus plantarum,qualibact-v1.0,longest,,,173703.96,853499.22,computed,info,,,173703.96,853499.22,173703.96,853499.22,,
Lactobacillus acidophilus,qualibact-v1.0,Genome_Size,1900000,2100000,1900000,2000000,computed,warn,1900000,2100000,1954687.35,2092540,1954687.35,2015769.75,1978857.665,2085525.4
Lactobacillus acidophilus,qualibact-v1.0,GC_Content,34.57,34.76,34.57,34.62,computed,warn,34.57,34.76,34.5709,34.7594,34.570895,34.62035,34.676593,34.759022
Lactobacillus acidophilus,qualibact-v1.0,Total_Coding_Sequences,1800,2100,1800,2000,computed,warn,1800,2100,1857,2048,1857,1919,1921,2037.6049999999998
Lactobacillus acidophilus,qualibact-v1.0,Completeness_Specific,92,,99,99.99,computed,warn,92,,92.64,99.99,99.95949999999999,99.99,92.883,96.81625
Lactobacillus acidophilus,qualibact-v1.0,Contamination,,2,0.24,1,computed,warn,,2,0.24,1.51,0.273,0.512999999999999,0.24,1.4100999999999988
Lactobacillus acidophilus,qualibact-v1.0,N50,115000,,121000,237694.4,computed,warn,115000,,115477.8,237694.4,115477.8,237694.39999999997,,
Lactobacillus acidophilus,qualibact-v1.0,no_of_contigs,,60,20,50,computed,warn,,60,20,55.7,20,55.69999999999999,,
Lactobacillus acidophilus,qualibact-v1.0,longest,,,203867.55,718866,computed,warn,,,203867.55,718866,203867.55,718866,,
Lactobacillus crispatus,qualibact-v1.0,Genome_Size,1900000,2900000,1900000,2500000,computed,warn,1900000,2900000,1918453.88,2882143,1918453.88,2581713.695,2039435.62,2871402.57
Lactobacillus crispatus,qualibact-v1.0,GC_Content,36.39,37.33,36.44,37.01,computed,warn,36.39,37.33,36.3995,37.3254,36.399482,37.065077,36.611382,37.322884
Lactobacillus crispatus,qualibact-v1.0,Total_Coding_Sequences,1800,2900,1900,2700,computed,warn,1800,2900,1898.6,2868,1898.605,2749.255,2037,2864.2599999999998
Lactobacillus crispatus,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.05,100,98.9054,100,93.18769999999999,98.28259999999999
Lactobacillus crispatus,qualibact-v1.0,Contamination,,9,0.02,2,computed,warn,,9,0.02,8.2,0.01535,1.3,0.28700000000000003,7.652599999999994
Lactobacillus crispatus,qualibact-v1.0,N50,10000,,17000,127151.54,computed,warn,10000,,10152.24,127151.54,10152.235,127151.54000000001,,
Lactobacillus crispatus,qualibact-v1.0,no_of_contigs,,450,52.14,430,computed,warn,,450,52.14,442.23,52.14,442.2300000000001,,
Lactobacillus crispatus,qualibact-v1.0,longest,,,49942.3,375579,computed,warn,,,49942.3,375579,49942.3,375579,,
Lactobacillus gasseri,qualibact-v1.0,Genome_Size,1700000,2200000,1700000,2100000,computed,warn,1700000,2200000,1790691.2,2176460,1790691.2,2080962.94,1815580.04,2171280.1
Lactobacillus gasseri,qualibact-v1.0,GC_Content,34.66,35.34,34.67,35.14,computed,warn,34.66,35.34,34.6639,35.3332,34.663907,35.208967,34.685672,35.32517
Lactobacillus gasseri,qualibact-v1.0,Total_Coding_Sequences,1600,2300,1600,2100,computed,warn,1600,2300,1690.22,2262,1690.22,2042.12,1771.33,2253.64
Lactobacillus gasseri,qualibact-v1.0,Completeness_Specific,91,,99,99.99,computed,warn,91,,91,99.99,99.7893,99.9939,91.3553,99.6156
Lactobacillus gasseri,qualibact-v1.0,Contamination,,5,0,1,computed,warn,,5,0,4.94,0,0.47,0.27,4.8256000000000006
Lactobacillus gasseri,qualibact-v1.0,N50,44000,,47000,1042476.71,computed,warn,44000,,44632.69,1042476.71,44632.69,1042476.71,,
Lactobacillus gasseri,qualibact-v1.0,no_of_contigs,,150,12.61,100,computed,warn,,150,12.61,140.78,12.61,140.78,,
Lactobacillus gasseri,qualibact-v1.0,longest,,,108224.59,1042476.71,computed,warn,,,108224.59,1042476.71,108224.59,1042476.71,,
Lactobacillus johnsonii,qualibact-v1.0,Genome_Size,1700000,2300000,1700000,2000000,computed,warn,1700000,2300000,1715385.23,2215438,1715385.23,1988377.3649999998,1765761.11,2213228.52
Lactobacillus johnsonii,qualibact-v1.0,GC_Content,34.28,35.18,34.29,34.66,computed,warn,34.28,35.18,34.2892,35.1749,34.28924,34.655906,34.412147999999995,35.163837
Lactobacillus johnsonii,qualibact-v1.0,Total_Coding_Sequences,1700,2300,1700,2100,computed,warn,1700,2300,1725.86,2265,1725.865,2054.015,1764.56,2251.48
Lactobacillus johnsonii,qualibact-v1.0,Completeness_Specific,90,,99,100,computed,warn,90,,90.34,100,99.98,100,90.678,97.7031
Lactobacillus johnsonii,qualibact-v1.0,Contamination,,7,0,1,computed,warn,,7,0,6.88,0,0.4802999999999997,0.37,6.6941000000000015
Lactobacillus johnsonii,qualibact-v1.0,N50,31000,,36000,133632.96,computed,warn,31000,,31976.9,133632.96,31976.895,133632.96499999985,,
Lactobacillus johnsonii,qualibact-v1.0,no_of_contigs,,160,38,160,computed,warn,,160,38,158.36,38,158.35999999999967,,
Lactobacillus johnsonii,qualibact-v1.0,longest,,,70478,335966.28,computed,warn,,,70478,335966.28,70478,335966.284999999,,
Lactobacillus paragasseri,qualibact-v1.0,Genome_Size,1800000,2200000,1800000,2200000,computed,warn,1800000,2200000,1862133.42,2130665.45,1862133.415,2130665.45,1938527.72,2032921.115
Lactobacillus paragasseri,qualibact-v1.0,GC_Content,34.55,35.07,34.61,34.99,computed,warn,34.55,35.07,34.5547,35.0611,34.554672499999995,35.038818,34.764627,35.059707
Lactobacillus paragasseri,qualibact-v1.0,Total_Coding_Sequences,1700,2200,1700,2200,computed,warn,1700,2200,1773.66,2179.32,1773.66,2179.324999999999,1884.21,2043.635
Lactobacillus paragasseri,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,warn,97,,97.9,100,99.75075,100,97.92835000000001,99.35
Lactobacillus paragasseri,qualibact-v1.0,Contamination,,1,0.01,1,computed,warn,,1,0.01,0.78,0.01,0.7811499999999961,0.16,0.16
Lactobacillus paragasseri,qualibact-v1.0,N50,41000,,45000,1131722.48,computed,warn,41000,,41646.13,1131722.48,41646.13,1131722.4849999999,,
Lactobacillus paragasseri,qualibact-v1.0,no_of_contigs,,160,11.42,100,computed,warn,,160,11.42,152.4,11.415,152.39999999999918,,
Lactobacillus paragasseri,qualibact-v1.0,longest,,,119258.84,1131722.48,computed,warn,,,119258.84,1131722.48,119258.84,1131722.4849999999,,
Lactococcus lactis,qualibact-v1.0,Genome_Size,2200000,3000000,2200000,2800000,computed,warn,2200000,3000000,2208218,2987858,2243617.39,2818029.9000000004,2284362.75,2903409.9000000004
Lactococcus lactis,qualibact-v1.0,GC_Content,34.67,35.48,34.72,35.3,computed,warn,34.67,35.48,34.6739,35.4764,34.673854,35.385871,34.843035,35.462869999999995
Lactococcus lactis,qualibact-v1.0,Total_Coding_Sequences,2100,3100,2200,2900,computed,warn,2100,3100,2173,3087,2192.455,2918.03,2243.4,3012.7500000000005
Lactococcus lactis,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,warn,94,,94.77,100,99.99,100,95.078,99.809
Lactococcus lactis,qualibact-v1.0,Contamination,,5,0.08,2,computed,warn,,5,0.08,4.76,0.09,1.8492000000000008,0.08,4.171399999999993
Lactococcus lactis,qualibact-v1.0,N50,15000,,42000,432517,computed,warn,15000,,15207.88,432517,15207.885,432517,,
Lactococcus lactis,qualibact-v1.0,no_of_contigs,,280,21.68,250,computed,warn,,280,21.68,273.92,21.675,273.9200000000001,,
Lactococcus lactis,qualibact-v1.0,longest,,,79295.23,706409.98,computed,warn,,,79295.23,706409.98,79295.23,706409.9800000001,,
Legionella fraseri,qualibact-v1.0,Genome_Size,3300000,3900000,3300000,3800000,computed,info,3300000,3900000,3339012.78,3819940.65,3339012.78,3819940.65,,
Legionella fraseri,qualibact-v1.0,GC_Content,38.07,38.29,38.13,38.26,computed,info,38.07,38.29,38.07,38.29,38.074633,38.285225000000004,,
Legionella fraseri,qualibact-v1.0,Total_Coding_Sequences,2900,3600,3000,3500,computed,info,2900,3600,2981.14,3500.27,2981.14,3500.27,,
Legionella fraseri,qualibact-v1.0,Completeness_Specific,99,,99,100,computed,info,99,,99.99,100,99.99,100,,
Legionella fraseri,qualibact-v1.0,Contamination,,2,0.1,1,computed,info,,2,0.1,1.09,0.1,1.0927,,
Legionella fraseri,qualibact-v1.0,N50,46000,,76000,504526.49,computed,info,46000,,46178.31,504526.49,46178.31,504526.49,,
Legionella fraseri,qualibact-v1.0,no_of_contigs,,190,33,170,computed,info,,190,33,181.35,33,181.3499999999999,,
Legionella fraseri,qualibact-v1.0,longest,,,144728,1040517.37,computed,info,,,144728,1040517.37,144728,1040517.3699999994,,
Legionella longbeachae,qualibact-v1.0,Genome_Size,3900000,4400000,4000000,4300000,computed,warn,3900000,4400000,3977100,4349858,3977100,4275913.46,4079404.33,4346896.7
Legionella longbeachae,qualibact-v1.0,GC_Content,37.04,37.21,37.04,37.17,computed,warn,37.04,37.21,37.0437,37.202,37.0437,37.185339,37.064117,37.201313
Legionella longbeachae,qualibact-v1.0,Total_Coding_Sequences,3400,3900,3400,3800,computed,warn,3400,3900,3437,3830,3437,3805.195,3578.53,3827.39
Legionella longbeachae,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.49,100,100,100,95.49,98.1987
Legionella longbeachae,qualibact-v1.0,Contamination,,8,0.12,1,computed,warn,,8,0.12,7.69,0.12,1.28,1.0006,7.6003
Legionella longbeachae,qualibact-v1.0,N50,32000,,39000,263288.4,computed,warn,32000,,32482.01,263288.4,32482.01,263288.40499999997,,
Legionella longbeachae,qualibact-v1.0,no_of_contigs,,260,46.61,240,computed,warn,,260,46.61,252.53,46.61,252.5349999999999,,
Legionella longbeachae,qualibact-v1.0,longest,,,118555.34,655737,computed,warn,,,118555.34,655737,118555.34,655737,,
Legionella pneumophila,qualibact-v1.0,Genome_Size,3200000,3800000,3200000,3800000,computed,info,3200000,3800000,3226377.97,3772720.91,3226377.97,3772720.909999999,3332986.59,3711132.48
Legionella pneumophila,qualibact-v1.0,GC_Content,38.11,38.48,38.15,38.37,computed,info,38.11,38.48,38.1144,38.4785,38.1143725,38.393459500000006,38.152905999999994,38.461184
Legionella pneumophila,qualibact-v1.0,Total_Coding_Sequences,2800,3500,2900,3400,computed,info,2800,3500,2878,3450,2878,3450,2969.51,3356.2799999999997
Legionella pneumophila,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,info,95,,95.32,100,100,100,97.143,99.4
Legionella pneumophila,qualibact-v1.0,Contamination,,3,0.04,1,computed,info,,3,0.04,2.38,0.04,0.9,0.25,2.3160999999999996
Legionella pneumophila,qualibact-v1.0,N50,50000,,74000,638015.6,computed,info,50000,,50832.48,638015.6,50832.479999999996,638015.6,,
Legionella pneumophila,qualibact-v1.0,no_of_contigs,,210,20,150,computed,info,,210,20,203.86,20,203.86499999999978,,
Legionella pneumophila,qualibact-v1.0,longest,,,145586.02,1132601,computed,info,,,145586.02,1132601,145586.015,1132601,,
Leptospira borgpetersenii,qualibact-v1.0,Genome_Size,3700000,4100000,3700000,4000000,computed,warn,3700000,4100000,3700183.48,4063410,3700183.48,3980659.66,3868069.18,4063371.65
Leptospira borgpetersenii,qualibact-v1.0,GC_Content,40.01,40.32,40.01,40.3,computed,warn,40.01,40.32,40.0101,40.3126,40.010102,40.31258,40.018405,40.242063
Leptospira borgpetersenii,qualibact-v1.0,Total_Coding_Sequences,3300,3700,3300,3700,computed,warn,3300,3700,3327.16,3680,3327.16,3667.24,3417.17,3675.06
Leptospira borgpetersenii,qualibact-v1.0,Completeness_Specific,69,,99,100,computed,warn,69,,69.64,100,99.9778,100,69.6452,73.13
Leptospira borgpetersenii,qualibact-v1.0,Contamination,,9,0.06,1,computed,warn,,9,0.06,8.7,0.06,1.0129999999999992,3.5546,8.5466
Leptospira borgpetersenii,qualibact-v1.0,N50,32000,,35000,184020.42,computed,warn,32000,,32382.96,184020.42,32382.96,184020.41999999998,,
Leptospira borgpetersenii,qualibact-v1.0,no_of_contigs,,400,98.78,330,computed,warn,,400,98.78,393.82,98.78,393.8199999999998,,
Leptospira borgpetersenii,qualibact-v1.0,longest,,,80220.72,457932.62,computed,warn,,,80220.72,457932.62,80220.72,457932.62,,
Leptospira interrogans,qualibact-v1.0,Genome_Size,4300000,5600000,4500000,5100000,computed,warn,4300000,5600000,4381724.89,5521455,4381724.89,5081758.52,4603214.635,5496641.42
Leptospira interrogans,qualibact-v1.0,GC_Content,34.9,35.6,34.91,35.26,computed,warn,34.9,35.6,34.908,35.5967,34.9080285,35.348587,34.985213,35.542471
Leptospira interrogans,qualibact-v1.0,Total_Coding_Sequences,3600,4800,3600,4400,computed,warn,3600,4800,3647,4721,3647,4519.339999999999,3772.44,4707.275
Leptospira interrogans,qualibact-v1.0,Completeness_Specific,73,,99,100,computed,warn,73,,73.36,100,99.07900000000001,100,73.3905,75.42035
Leptospira interrogans,qualibact-v1.0,Contamination,,13,0.04,1,computed,warn,,13,0.04,12.19,0.04,1.4929999999999837,8.4522,11.63795
Leptospira interrogans,qualibact-v1.0,N50,11000,,14000,203924.09,computed,warn,11000,,11135.58,203924.09,11135.575,203924.0949999994,,
Leptospira interrogans,qualibact-v1.0,no_of_contigs,,830,108,680,computed,warn,,830,108,824.57,108,824.5749999999996,,
Leptospira interrogans,qualibact-v1.0,longest,,,48905.12,525266.12,computed,warn,,,48905.12,525266.12,48905.115,525266.115,,
Ligilactobacillus salivarius,qualibact-v1.0,Genome_Size,1700000,2400000,1800000,2200000,computed,warn,1700000,2400000,1795641.96,2320461,1795641.955,2206261.0300000003,1876009.58,2320032.935
Ligilactobacillus salivarius,qualibact-v1.0,GC_Content,32.46,33.21,32.53,33.05,computed,warn,32.46,33.21,32.4634,33.2063,32.4633805,33.118412,32.796721500000004,33.201054
Ligilactobacillus salivarius,qualibact-v1.0,Total_Coding_Sequences,1700,2400,1700,2300,computed,warn,1700,2400,1738.34,2346,1738.335,2279.9900000000002,1809.25,2342.64
Ligilactobacillus salivarius,qualibact-v1.0,Completeness_Specific,92,,99,99.99,computed,warn,92,,92.47,99.99,99.3367,99.99,92.57535,98.14485
Ligilactobacillus salivarius,qualibact-v1.0,Contamination,,4,0,1,computed,warn,,4,0,3.24,0,0.3466000000000008,0.8264499999999999,3.24
Ligilactobacillus salivarius,qualibact-v1.0,N50,16000,,24000,317736.66,computed,warn,16000,,16784.72,317736.66,16784.72,317736.65500000067,,
Ligilactobacillus salivarius,qualibact-v1.0,no_of_contigs,,260,31.67,210,computed,warn,,260,31.67,251.65,31.67,251.64500000000027,,
Ligilactobacillus salivarius,qualibact-v1.0,longest,,,69351.68,756515.6,computed,warn,,,69351.68,756515.6,69351.68,756515.6000000002,,
Limosilactobacillus fermentum,qualibact-v1.0,Genome_Size,1800000,2400000,1900000,2200000,computed,warn,1800000,2400000,1883287.18,2330492,1883287.175,2192636.3,1906061.45,2329205.1
Limosilactobacillus fermentum,qualibact-v1.0,GC_Content,50.48,52.35,51.23,52.27,computed,warn,50.48,52.35,50.4877,52.3426,51.148312499999996,52.342575000000004,50.538104999999995,52.295519999999996
Limosilactobacillus fermentum,qualibact-v1.0,Total_Coding_Sequences,1900,2500,1900,2300,computed,warn,1900,2500,1902.55,2421,1902.55,2311.0750000000003,1921.975,2415.475
Limosilactobacillus fermentum,qualibact-v1.0,Completeness_Specific,85,,99,100,computed,warn,85,,85.17,100,99.14275,100,85.34,97.611
Limosilactobacillus fermentum,qualibact-v1.0,Contamination,,11,0,1,computed,warn,,11,0,10.1,0,1.2272500000000002,0.92,9.815250000000002
Limosilactobacillus fermentum,qualibact-v1.0,N50,27000,,30000,76056.55,computed,warn,27000,,27099.98,76056.55,27099.975,76056.55,,
Limosilactobacillus fermentum,qualibact-v1.0,no_of_contigs,,330,113.38,310,computed,warn,,330,113.38,326.53,113.375,326.5250000000002,,
Limosilactobacillus fermentum,qualibact-v1.0,longest,,,78480.77,255886.48,computed,warn,,,78480.77,255886.48,78480.775,255886.47500000062,,
Limosilactobacillus mucosae,qualibact-v1.0,Genome_Size,1800000,2500000,1900000,2300000,computed,error,1800000,2500000,1883073.35,2434610,1883073.35,2318063.7250000006,2007834.79,2427075.7399999998
Limosilactobacillus mucosae,qualibact-v1.0,GC_Content,46.1,46.92,46.34,46.87,computed,error,46.1,46.92,46.1033,46.9137,46.28271,46.913665,46.120354999999996,46.834702
Limosilactobacillus mucosae,qualibact-v1.0,Total_Coding_Sequences,1700,2400,1700,2200,computed,error,1700,2400,1772,2336,1772,2173.8,1947.93,2331.95
Limosilactobacillus mucosae,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,error,97,,97.66,100,99.82,100,97.6813,99.02
Limosilactobacillus mucosae,qualibact-v1.0,Contamination,,1,0.03,1,computed,error,,1,0.03,0.84,0.03,0.7320000000000004,0.4616,0.8361999999999999
Limosilactobacillus mucosae,qualibact-v1.0,N50,70000,,75000,299166.83,computed,error,70000,,70877.55,299166.83,70877.55,299166.82500000007,,
Limosilactobacillus mucosae,qualibact-v1.0,no_of_contigs,,110,32.9,110,computed,error,,110,32.9,106.05,32.9,106.05000000000001,,
Limosilactobacillus mucosae,qualibact-v1.0,longest,,,184709.3,550746.05,computed,error,,,184709.3,550746.05,184709.3,550746.0500000002,,
Limosilactobacillus reuteri,qualibact-v1.0,Genome_Size,1800000,2700000,1800000,2300000,computed,warn,1800000,2700000,1816608.88,2695904,1816608.88,2342170.44,1945111.465,2644981.0249999994
Limosilactobacillus reuteri,qualibact-v1.0,GC_Content,38.28,39.44,38.35,38.86,computed,warn,38.28,39.44,38.2827,39.4323,38.282704,38.909902,38.337644000000004,39.3403195
Limosilactobacillus reuteri,qualibact-v1.0,Total_Coding_Sequences,1700,2800,1800,2400,computed,warn,1700,2800,1792.86,2744,1792.86,2440.5599999999995,1939.71,2674.774999999999
Limosilactobacillus reuteri,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.18,100,99.8636,100,93.5279,99.35
Limosilactobacillus reuteri,qualibact-v1.0,Contamination,,2,0.03,2,computed,warn,,2,0.03,1.49,0.03,1.2019999999999993,0.242,1.4579999999999995
Limosilactobacillus reuteri,qualibact-v1.0,N50,15000,,17000,120037.32,computed,warn,15000,,15954,120037.32,15954,120037.31999999996,,
Limosilactobacillus reuteri,qualibact-v1.0,no_of_contigs,,380,57.18,350,computed,warn,,380,57.18,373.64,57.18,373.64,,
Limosilactobacillus reuteri,qualibact-v1.0,longest,,,54088.98,407339.88,computed,warn,,,54088.98,407339.88,54088.98,407339.87999999983,,
Listeria grayi,qualibact-v1.0,Genome_Size,2500000,2900000,2600000,2900000,computed,warn,2500000,2900000,2577124.28,2860271.13,2577124.28,2860271.13,2751104,2751104
Listeria grayi,qualibact-v1.0,GC_Content,41.22,41.69,41.31,41.66,computed,warn,41.22,41.69,41.2208,41.6832,41.220779,41.683157,41.574,41.574
Listeria grayi,qualibact-v1.0,Total_Coding_Sequences,2500,2900,2500,2900,computed,warn,2500,2900,2576.65,2874.88,2576.65,2874.88,2747,2747
